title,description,timeLimit,passingScore,gradeName,subjectName,topicName,question,points,order,option1_text,option1_isCorrect,option1_explanation,option2_text,option2_isCorrect,option2_explanation,option3_text,option3_isCorrect,option3_explanation,option4_text,option4_isCorrect,option4_explanation
Maths Quiz,Quiz on numbers 31 to 40,5,3,LKG,Maths,Numbers 31-40,What is the biggest number here?,1,3,40,TRUE,40 is largest in this range,36,FALSE,Smaller,39,FALSE,Not largest,34,FALSE,Smaller
Maths Quiz,Quiz on numbers 31 to 40,5,3,LKG,Maths,Numbers 31-40,"Which number is missing: 31, 32, _, 34",1,4,33,TRUE,33 completes the sequence,35,FALSE,Too far,36,FALSE,Too far,30,FALSE,Too early
Maths Quiz,Quiz on numbers 31 to 40,5,3,LKG,Maths,Numbers 31-40,Which number is in the middle of 31 and 40?,1,5,35,TRUE,35 is around the middle,38,FALSE,Too far,33,FALSE,Too low,36,FALSE,Not middle
Maths Quiz,Quiz on numbers 41 to 50,5,3,LKG,Maths,Numbers 41-50,What number comes after 49?,1,1,50,TRUE,Next number is 50,48,FALSE,Too early,47,FALSE,Wrong,46,FALSE,Wrong
Maths Quiz,Quiz on numbers 41 to 50,5,3,LKG,Maths,Numbers 41-50,Which number is before 45?,1,2,44,TRUE,44 comes before 45,46,FALSE,Comes after,47,FALSE,Too far,48,FALSE,Wrong
Maths Quiz,Quiz on numbers 41 to 50,5,3,LKG,Maths,Numbers 41-50,Which is not between 41 and 50?,1,3,51,TRUE,51 is outside range,43,FALSE,In range,47,FALSE,In range,49,FALSE,In range
Maths Quiz,Quiz on numbers 41 to 50,5,3,LKG,Maths,Numbers 41-50,Which number comes between 44 and 46?,1,4,45,TRUE,Right between,42,FALSE,Too early,43,FALSE,Too early,47,FALSE,Too late
Maths Quiz,Quiz on numbers 41 to 50,5,3,LKG,Maths,Numbers 41-50,Which number is the highest?,1,5,50,TRUE,50 is largest,45,FALSE,Smaller,46,FALSE,Smaller,49,FALSE,Not the highest
Maths Quiz,Quiz on numbers 51 to 60,5,3,LKG,Maths,Numbers 51-60,What number comes before 52?,1,1,51,TRUE,Before 52 is 51,53,FALSE,After,54,FALSE,Too far,55,FALSE,Too far
Maths Quiz,Quiz on numbers 51 to 60,5,3,LKG,Maths,Numbers 51-60,Which is in the middle of 51 and 60?,1,2,55,TRUE,55 is middle of range,59,FALSE,Too far,53,FALSE,Too early,56,FALSE,Not center
Maths Quiz,Quiz on numbers 51 to 60,5,3,LKG,Maths,Numbers 51-60,What comes after 58?,1,3,59,TRUE,59 comes next,57,FALSE,Before,56,FALSE,Too early,60,FALSE,Too far
Maths Quiz,Quiz on numbers 51 to 60,5,3,LKG,Maths,Numbers 51-60,Which of these is not in range?,1,4,61,TRUE,61 is too high,53,FALSE,In range,57,FALSE,In range,59,FALSE,In range
Maths Quiz,Quiz on numbers 51 to 60,5,3,LKG,Maths,Numbers 51-60,Which number is the lowest?,1,5,51,TRUE,Smallest of the lot,56,FALSE,Higher,58,FALSE,Higher,60,FALSE,Highest
Maths Quiz,Quiz on numbers 61 to 70,5,3,LKG,Maths,Numbers 61-70,Which number comes after 69?,1,1,70,TRUE,Next is 70,68,FALSE,Before 69,67,FALSE,Too early,65,FALSE,Too early
Maths Quiz,Quiz on numbers 61 to 70,5,3,LKG,Maths,Numbers 61-70,What is the number before 63?,1,2,62,TRUE,62 is before 63,64,FALSE,Comes after,65,FALSE,Too far,60,FALSE,Too early
Maths Quiz,Quiz on numbers 61 to 70,5,3,LKG,Maths,Numbers 61-70,Which number is between 66 and 68?,1,3,67,TRUE,Right between,69,FALSE,After,65,FALSE,Before,64,FALSE,Too early
Maths Quiz,Quiz on numbers 61 to 70,5,3,LKG,Maths,Numbers 61-70,Which number is not in the range?,1,4,71,TRUE,Outside range,66,FALSE,In range,69,FALSE,In range,70,FALSE,In range
Maths Quiz,Quiz on numbers 61 to 70,5,3,LKG,Maths,Numbers 61-70,What is the highest number here?,1,5,70,TRUE,70 is highest,67,FALSE,Smaller,68,FALSE,Smaller,65,FALSE,Too small
Maths Quiz,Quiz on numbers 71 to 80,5,3,LKG,Maths,Numbers 71-80,What comes after 79?,1,1,80,TRUE,Next number is 80,78,FALSE,Comes before,77,FALSE,Too early,81,FALSE,Too far
Maths Quiz,Quiz on numbers 71 to 80,5,3,LKG,Maths,Numbers 71-80,Which number is before 73?,1,2,72,TRUE,72 comes before 73,74,FALSE,After,75,FALSE,Wrong order,70,FALSE,Too early
Maths Quiz,Quiz on numbers 71 to 80,5,3,LKG,Maths,Numbers 71-80,Which of these is the highest?,1,3,80,TRUE,80 is largest,76,FALSE,Smaller,78,FALSE,Not the largest,73,FALSE,Lower
Maths Quiz,Quiz on numbers 71 to 80,5,3,LKG,Maths,Numbers 71-80,Which number is between 74 and 76?,1,4,75,TRUE,Right between,73,FALSE,Too early,77,FALSE,Too late,72,FALSE,Wrong range
Maths Quiz,Quiz on numbers 71 to 80,5,3,LKG,Maths,Numbers 71-80,Which number is not in this range?,1,5,81,TRUE,81 is outside 71-80,75,FALSE,In range,78,FALSE,In range,72,FALSE,In range
Maths Quiz,Quiz on numbers 81 to 90,5,3,LKG,Maths,Numbers 81-90,What comes before 85?,1,1,84,TRUE,84 is before 85,83,FALSE,Too early,86,FALSE,Comes after,88,FALSE,Comes after
Maths Quiz,Quiz on numbers 81 to 90,5,3,LKG,Maths,Numbers 81-90,Which number is after 89?,1,2,90,TRUE,Next is 90,88,FALSE,Before,87,FALSE,Before,91,FALSE,Too far
Maths Quiz,Quiz on numbers 81 to 90,5,3,LKG,Maths,Numbers 81-90,Which of these is the smallest?,1,3,81,TRUE,81 is smallest here,85,FALSE,Bigger,88,FALSE,Bigger,82,FALSE,Not smallest
Maths Quiz,Quiz on numbers 81 to 90,5,3,LKG,Maths,Numbers 81-90,"Which number is missing: 88, _, 90?",1,4,89,TRUE,89 fits in sequence,87,FALSE,Too early,86,FALSE,Too early,91,FALSE,Too far
Maths Quiz,Quiz on numbers 81 to 90,5,3,LKG,Maths,Numbers 81-90,Which number is not in the list?,1,5,91,TRUE,91 is outside range,82,FALSE,In range,86,FALSE,In range,90,FALSE,In range
Maths Quiz,Quiz on numbers 91 to 100,5,3,LKG,Maths,Numbers 91-100,What number comes after 99?,1,1,100,TRUE,Next number is 100,98,FALSE,Before,97,FALSE,Too early,101,FALSE,Too far
Maths Quiz,Quiz on numbers 91 to 100,5,3,LKG,Maths,Numbers 91-100,What comes before 92?,1,2,91,TRUE,91 comes before 92,93,FALSE,After,94,FALSE,Too late,90,FALSE,Too early
Maths Quiz,Quiz on numbers 91 to 100,5,3,LKG,Maths,Numbers 91-100,Which is the largest number?,1,3,100,TRUE,100 is biggest,96,FALSE,Smaller,99,FALSE,Almost but not,95,FALSE,Too small
Maths Quiz,Quiz on numbers 91 to 100,5,3,LKG,Maths,Numbers 91-100,Which number is in the middle of 91 and 100?,1,4,95,TRUE,Close to the middle,94,FALSE,Just before,96,FALSE,Just after,93,FALSE,Too early
Maths Quiz,Quiz on numbers 91 to 100,5,3,LKG,Maths,Numbers 91-100,Which number is not in range?,1,5,101,TRUE,101 is beyond 100,98,FALSE,In range,92,FALSE,In range,95,FALSE,In range
Maths Quiz,Quiz on number names eleven to twenty,5,3,LKG,Maths,Number Names eleven-twenty,What is the number name for 11?,1,1,eleven,TRUE,11 is written as eleven,twelve,FALSE,12 is twelve,ten,FALSE,10 is ten,nine,FALSE,9 is nine
Maths Quiz,Quiz on number names eleven to twenty,5,3,LKG,Maths,Number Names eleven-twenty,Which number name is for 13?,1,2,thirteen,TRUE,13 is thirteen,fourteen,FALSE,14 is fourteen,twelve,FALSE,12 is twelve,sixteen,FALSE,Wrong one
Maths Quiz,Quiz on number names eleven to twenty,5,3,LKG,Maths,Number Names eleven-twenty,What is fifteen in number?,1,3,15,TRUE,Fifteen is 15,16,FALSE,Wrong,14,FALSE,Wrong,13,FALSE,Wrong
Maths Quiz,Quiz on number names eleven to twenty,5,3,LKG,Maths,Number Names eleven-twenty,What is the number name for 20?,1,4,twenty,TRUE,20 is twenty,eighteen,FALSE,18 is eighteen,nineteen,FALSE,19 is nineteen,twelfth,FALSE,Wrong word
Maths Quiz,Quiz on number names eleven to twenty,5,3,LKG,Maths,Number Names eleven-twenty,Which number is seventeen?,1,5,17,TRUE,Seventeen is 17,19,FALSE,Wrong,18,FALSE,Close,16,FALSE,Too low
Maths Quiz,Quiz on colors,5,3,LKG,Maths,Colors,What color is the sun?,1,1,yellow,TRUE,The sun is yellow,red,FALSE,Thats fire,blue,FALSE,That's sky,green,FALSE,That's trees
Maths Quiz,Quiz on colors,5,3,LKG,Maths,Colors,What color are apples usually?,1,2,red,TRUE,Apples are red,blue,FALSE,Wrong color,yellow,FALSE,Wrong color,black,FALSE,Wrong color
Maths Quiz,Quiz on colors,5,3,LKG,Maths,Colors,What is the color of the grass?,1,3,green,TRUE,Grass is green,brown,FALSE,That's soil,blue,FALSE,That's sky,red,FALSE,Wrong
Maths Quiz,Quiz on colors,5,3,LKG,Maths,Colors,What color is the sky?,1,4,blue,TRUE,Sky is blue,white,FALSE,That's clouds,green,FALSE,Grass is green,orange,FALSE,Wrong color
Maths Quiz,Quiz on colors,5,3,LKG,Maths,Colors,Which of these is a color?,1,5,purple,TRUE,Purple is a color,triangle,FALSE,Thats a shape,table,FALSE,Thats a thing,fast,FALSE,Thats a speed
Maths Quiz,Quiz on same and different,5,3,LKG,Maths,Same and different,Which of these is the same?,1,1,apple and apple,TRUE,They are identical,apple and orange,FALSE,They are different,cat and dog,FALSE,They are different,red and blue,FALSE,They are different
Maths Quiz,Quiz on same and different,5,3,LKG,Maths,Same and different,Which of these is different?,1,2,dog and cat,TRUE,Dog and cat are different,ball and ball,FALSE,They are same,sun and sun,FALSE,They are same,car and car,FALSE,They are same
Maths Quiz,Quiz on same and different,5,3,LKG,Maths,Same and different,Which of these is not the same?,1,3,bird and airplane,TRUE,Bird and airplane are different,cat and cat,FALSE,They are same,book and book,FALSE,They are same,pen and pen,FALSE,They are same
Maths Quiz,Quiz on same and different,5,3,LKG,Maths,Same and different,Which objects are the same?,1,4,pen and pencil,TRUE,Pencil and pen are similar,ball and bat,FALSE,They are different,chair and table,FALSE,They are different,socks and shoes,FALSE,They are different
Maths Quiz,Quiz on same and different,5,3,LKG,Maths,Same and different,Which of these are different?,1,5,moon and sun,TRUE,Sun and moon are different,ball and ball,FALSE,They are same,bird and bird,FALSE,They are same,dog and dog,FALSE,They are same
Maths Quiz,Quiz on big and small,5,3,LKG,Maths,Big and small,Which is big?,1,1,elephant,TRUE,Elephant is big,mouse,FALSE,Mouse is small,ball,FALSE,Small,cat,FALSE,Small
Maths Quiz,Quiz on big and small,5,3,LKG,Maths,Big and small,Which is small?,1,2,cat,TRUE,Cat is small,elephant,FALSE,Elephant is big,table,FALSE,Table is big,car,FALSE,Car is big
Maths Quiz,Quiz on big and small,5,3,LKG,Maths,Big and small,Which of these is big?,1,3,building,TRUE,Building is big,stone,FALSE,Stone is small,sun,FALSE,Sun is big,ball,FALSE,Small
Maths Quiz,Quiz on big and small,5,3,LKG,Maths,Big and small,Which is bigger?,1,4,ball,TRUE,Big ball,small ball,FALSE,Small ball,cup,FALSE,Smaller than ball,,,
Maths Quiz,Quiz on big and small,5,3,LKG,Maths,Big and small,What is big?,1,5,tree,TRUE,Tree is big,flower,FALSE,Flower is small,bird,FALSE,Bird is small,ant,FALSE,Ant is small
Maths Quiz,Quiz on long and short,5,3,LKG,Maths,Long and short,Which is long?,1,1,train,TRUE,Train is long,pen,FALSE,Pen is short,tree,FALSE,Tree is tall,dog,FALSE,Dog is short
Maths Quiz,Quiz on long and short,5,3,LKG,Maths,Long and short,Which is short?,1,2,pen,TRUE,Pen is short,train,FALSE,Train is long,tree,FALSE,Tree is tall,building,FALSE,Building is tall
Maths Quiz,Quiz on long and short,5,3,LKG,Maths,Long and short,Which is the longest?,1,3,ladder,TRUE,Ladder is long,rope,FALSE,Rope is short,book,FALSE,Book is small,ball,FALSE,Small size
Maths Quiz,Quiz on long and short,5,3,LKG,Maths,Long and short,Which is short?,1,4,leaf,TRUE,Leaf is short,car,FALSE,Car is long,table,FALSE,Table is big,cloud,FALSE,Cloud is high
Maths Quiz,Quiz on long and short,5,3,LKG,Maths,Long and short,Which is long?,1,5,rope,TRUE,Rope is long,pen,FALSE,Pen is short,bottle,FALSE,Bottle is small,stick,FALSE,Stick is small
Maths Quiz,Quiz on few and many,5,3,LKG,Maths,Few and many,Which is many?,1,1,flowers,TRUE,There are many flowers,tree,FALSE,There is only one tree,cat,FALSE,One cat,car,FALSE,One car
Maths Quiz,Quiz on few and many,5,3,LKG,Maths,Few and many,Which is few?,1,2,apples,TRUE,Few apples,dogs,FALSE,There are many dogs,cars,FALSE,Many cars,trees,FALSE,There are many trees
Maths Quiz,Quiz on few and many,5,3,LKG,Maths,Few and many,Which one is many?,1,3,stars,TRUE,Many stars,cloud,FALSE,One cloud,leaf,FALSE,Few leaves,cat,FALSE,One cat
Maths Quiz,Quiz on few and many,5,3,LKG,Maths,Few and many,Which is few?,1,4,sheep,TRUE,Few sheep,dogs,FALSE,Many dogs,balls,FALSE,Many balls,trees,FALSE,Many trees
Maths Quiz,Quiz on few and many,5,3,LKG,Maths,Few and many,What is many?,1,5,birds,TRUE,Many birds,cloud,FALSE,One cloud,car,FALSE,One car,tree,FALSE,One tree
Maths Quiz,Quiz on wide and narrow,5,3,LKG,Maths,Wide and narrow,Which is wide?,1,1,road,TRUE,The road is wide,pipe,FALSE,Pipe is narrow,door,FALSE,Door is narrow,sword,FALSE,Sword is narrow
Maths Quiz,Quiz on wide and narrow,5,3,LKG,Maths,Wide and narrow,Which is narrow?,1,2,pipe,TRUE,Pipe is narrow,road,FALSE,Road is wide,door,FALSE,Door is wide,cup,FALSE,Cup is wide
Maths Quiz,Quiz on wide and narrow,5,3,LKG,Maths,Wide and narrow,Which of these is narrow?,1,3,sword,TRUE,Sword is narrow,book,FALSE,Book is wide,table,FALSE,Table is wide,cat,FALSE,Cat is wide
Maths Quiz,Quiz on wide and narrow,5,3,LKG,Maths,Wide and narrow,Which is wide?,1,4,river,TRUE,River is wide,stream,FALSE,Stream is narrow,pen,FALSE,Pen is narrow,rope,FALSE,Rope is narrow
Maths Quiz,Quiz on wide and narrow,5,3,LKG,Maths,Wide and narrow,Which is narrow?,1,5,straw,TRUE,Straw is narrow,ball,FALSE,Wide ball,bottle,FALSE,Wide bottle,road,FALSE,Wide road
Maths Quiz,Quiz on number line,5,3,LKG,Maths,Number line,What comes after 5?,1,1,6,TRUE,6 comes after 5,4,FALSE,4 comes before 5,3,FALSE,3 comes before 5,7,FALSE,7 comes after 6
Maths Quiz,Quiz on number line,5,3,LKG,Maths,Number line,Which number comes before 9?,1,2,8,TRUE,8 comes before 9,7,FALSE,7 comes before 8,6,FALSE,6 comes before 7,5,FALSE,5 comes before 6
Maths Quiz,Quiz on number line,5,3,LKG,Maths,Number line,What is the number between 3 and 5?,1,3,4,TRUE,4 is between 3 and 5,2,FALSE,2 is before 3,6,FALSE,6 is after 5,7,FALSE,7 is after 6
Maths Quiz,Quiz on number line,5,3,LKG,Maths,Number line,What comes before 10?,1,4,9,TRUE,9 comes before 10,8,FALSE,8 comes before 9,7,FALSE,7 comes before 8,11,FALSE,11 comes after 10
Maths Quiz,Quiz on number line,5,3,LKG,Maths,Number line,Which number comes after 2?,1,5,3,TRUE,3 comes after 2,1,FALSE,1 is before 2,5,FALSE,5 comes after 4,6,FALSE,6 comes after 5
Maths Quiz,Quiz on tall and short,5,3,LKG,Maths,Tall and short,Which is tall?,1,1,tree,TRUE,Tree is tall,flower,FALSE,Flower is small,dog,FALSE,Dog is small,cat,FALSE,Cat is small
Maths Quiz,Quiz on tall and short,5,3,LKG,Maths,Tall and short,Which is short?,1,2,cat,TRUE,Cat is short,tree,FALSE,Tree is tall,dog,FALSE,Dog is tall,building,FALSE,Building is tall
Maths Quiz,Quiz on tall and short,5,3,LKG,Maths,Tall and short,Which is taller?,1,3,building,TRUE,Building is tall,car,FALSE,Car is small,pen,FALSE,Pen is small,ball,FALSE,Ball is small
Maths Quiz,Quiz on tall and short,5,3,LKG,Maths,Tall and short,Which is short?,1,4,apple,TRUE,Apple is short,banana,FALSE,Banana is long,tree,FALSE,Tree is tall,flower,FALSE,Flower is short
Maths Quiz,Quiz on tall and short,5,3,LKG,Maths,Tall and short,Which one is short?,1,5,book,TRUE,Book is short,building,FALSE,Building is tall,tree,FALSE,Tree is tall,car,FALSE,Car is tall
Maths Quiz,Quiz on inside and outside,5,3,LKG,Maths,Inside and outside,Where is the dog?,1,1,inside the house,TRUE,The dog is inside,under the table,FALSE,Dog is under the table,outside the house,FALSE,Dog is outside,by the door,FALSE,Dog is by the door
Maths Quiz,Quiz on inside and outside,5,3,LKG,Maths,Inside and outside,Where is the ball?,1,2,outside the house,TRUE,Ball is outside,inside the house,FALSE,Ball is inside,under the chair,FALSE,Ball is under chair,by the window,FALSE,Ball is near window
Maths Quiz,Quiz on inside and outside,5,3,LKG,Maths,Inside and outside,Where is the toy?,1,3,inside the box,TRUE,Toy is inside the box,outside the box,FALSE,Toy is outside the box,under the table,FALSE,Toy is under the table,near the window,FALSE,Toy is near the window
Maths Quiz,Quiz on inside and outside,5,3,LKG,Maths,Inside and outside,Where is the cat?,1,4,inside the room,TRUE,Cat is inside the room,outside the room,FALSE,Cat is outside,under the table,FALSE,Cat is under the table,near the window,FALSE,Cat is near the window
Maths Quiz,Quiz on inside and outside,5,3,LKG,Maths,Inside and outside,Where is the chair?,1,5,inside the room,TRUE,Chair is inside the room,outside the room,FALSE,Chair is outside,under the table,FALSE,Chair is under the table,near the door,FALSE,Chair is near the door
Maths Quiz,Quiz on heavy and light,5,3,LKG,Maths,Heavy and light,Which is heavy?,1,1,rock,TRUE,Rock is heavy,feather,FALSE,Feather is light,paper,FALSE,Paper is light,ball,FALSE,Ball is light
Maths Quiz,Quiz on heavy and light,5,3,LKG,Maths,Heavy and light,Which is light?,1,2,feather,TRUE,Feather is light,stone,FALSE,Stone is heavy,book,FALSE,Book is heavy,car,FALSE,Car is heavy
Maths Quiz,Quiz on heavy and light,5,3,LKG,Maths,Heavy and light,Which is heavier?,1,3,elephant,TRUE,Elephant is heavy,cat,FALSE,Cat is light,pen,FALSE,Pen is light,ball,FALSE,Ball is light
Maths Quiz,Quiz on heavy and light,5,3,LKG,Maths,Heavy and light,Which is light?,1,4,paper,TRUE,Paper is light,stone,FALSE,Stone is heavy,car,FALSE,Car is heavy,building,FALSE,Building is heavy
Maths Quiz,Quiz on heavy and light,5,3,LKG,Maths,Heavy and light,Which is heavy?,1,5,truck,TRUE,Truck is heavy,ball,FALSE,Ball is light,feather,FALSE,Feather is light,book,FALSE,Book is light
Maths Quiz,Quiz on far and near,5,3,LKG,Maths,Far and near,Which is near?,1,1,tree,TRUE,Tree is near,car,FALSE,Car is far,road,FALSE,Road is far,house,FALSE,House is far
Maths Quiz,Quiz on far and near,5,3,LKG,Maths,Far and near,Which is far?,1,2,cloud,TRUE,Cloud is far,tree,FALSE,Tree is near,cat,FALSE,Cat is near,house,FALSE,House is near
Maths Quiz,Quiz on far and near,5,3,LKG,Maths,Far and near,Which is near?,1,3,building,TRUE,Building is near,cloud,FALSE,Cloud is far,train,FALSE,Train is far,road,FALSE,Road is far
Maths Quiz,Quiz on far and near,5,3,LKG,Maths,Far and near,Which is far?,1,4,plane,TRUE,Plane is far,tree,FALSE,Tree is near,ball,FALSE,Ball is near,cat,FALSE,Cat is near
Maths Quiz,Quiz on far and near,5,3,LKG,Maths,Far and near,Which is near?,1,5,car,TRUE,Car is near,plane,FALSE,Plane is far,cloud,FALSE,Cloud is far,train,FALSE,Train is far
Maths Quiz,Quiz on more shapes,5,3,LKG,Maths,More shapes,Which is a square?,1,1,box,TRUE,Box has four equal sides,circle,FALSE,Circle is round,triangle,FALSE,Triangle has three sides,rectangle,FALSE,Rectangle has opposite equal sides
Maths Quiz,Quiz on more shapes,5,3,LKG,Maths,More shapes,Which is a triangle?,1,2,shark fin,TRUE,Shark fin has three sides,square,FALSE,Square has four sides,star,FALSE,Star has five points,rectangle,FALSE,Rectangle has four sides
Maths Quiz,Quiz on more shapes,5,3,LKG,Maths,More shapes,Which is a circle?,1,3,coin,TRUE,Coin is round,square,FALSE,Square has four equal sides,rectangle,FALSE,Rectangle has four sides,triangle,FALSE,Triangle has three sides
Maths Quiz,Quiz on more shapes,5,3,LKG,Maths,More shapes,Which is a rectangle?,1,4,drawing sheet,TRUE,Drawing sheet has two long and two short sides,star,FALSE,Star has five points,square,FALSE,Square has four equal sides,circle,FALSE,Circle has no sides
Maths Quiz,Quiz on more shapes,5,3,LKG,Maths,More shapes,Which is a star?,1,5,drawing of star,TRUE,Star has five points,square,FALSE,Square has four equal sides,rectangle,FALSE,Rectangle has four sides,triangle,FALSE,Triangle has three sides
Maths Quiz,Quiz on whole and part,5,3,LKG,Maths,Whole and part,Which is the whole?,1,1,whole apple,TRUE,Apple is whole,half apple,FALSE,Apple is divided into two parts,quarter apple,FALSE,Apple is divided into four parts,one slice of apple,FALSE,Apple is divided into pieces
Maths Quiz,Quiz on whole and part,5,3,LKG,Maths,Whole and part,Which is the part?,1,2,half of a cake,TRUE,Half of the cake is part,whole cake,FALSE,Whole cake is the whole,quarter of the cake,FALSE,Quarter is one part,full cake,FALSE,Cake is whole
Maths Quiz,Quiz on whole and part,5,3,LKG,Maths,Whole and part,Which is part of a banana?,1,3,half of banana,TRUE,Half of the banana is part,whole banana,FALSE,Whole banana is the whole,quarter of banana,FALSE,Quarter of banana is part,one bite of banana,FALSE,One bite is part
Maths Quiz,Quiz on whole and part,5,3,LKG,Maths,Whole and part,Which is the whole?,1,4,full pizza,TRUE,Full pizza is the whole,half pizza,FALSE,Half pizza is part,quarter pizza,FALSE,Quarter pizza is part,one slice of pizza,FALSE,One slice is part
Maths Quiz,Quiz on whole and part,5,3,LKG,Maths,Whole and part,Which is part of the cake?,1,5,one slice of cake,TRUE,One slice of cake is part,whole cake,FALSE,Whole cake is the whole,half cake,FALSE,Half cake is part,quarter cake,FALSE,Quarter cake is part
Maths Quiz,Quiz on full and empty,5,3,LKG,Maths,Full and empty,Which is full?,1,1,full glass of water,TRUE,Glass is full,empty glass,FALSE,Empty glass has no water,half glass,FALSE,Half glass has little water,one-fourth glass,FALSE,One-fourth glass is partially full
Maths Quiz,Quiz on full and empty,5,3,LKG,Maths,Full and empty,Which is empty?,1,2,empty basket,TRUE,Basket has nothing inside,full basket,FALSE,Basket is full,half basket,FALSE,Basket is half-filled,one-fourth basket,FALSE,Basket is one-fourth filled
Maths Quiz,Quiz on full and empty,5,3,LKG,Maths,Full and empty,Which is full?,1,3,full box of toys,TRUE,Box is full,empty box,FALSE,Box is empty,half box,FALSE,Box is half-full,one-fourth box,FALSE,Box is one-fourth filled
Maths Quiz,Quiz on full and empty,5,3,LKG,Maths,Full and empty,Which is empty?,1,4,empty bucket,TRUE,Bucket has no water,full bucket,FALSE,Bucket is full,half bucket,FALSE,Bucket is half-filled,one-fourth bucket,FALSE,Bucket is one-fourth filled
Maths Quiz,Quiz on full and empty,5,3,LKG,Maths,Full and empty,Which is full?,1,5,full plate of food,TRUE,Plate is full,empty plate,FALSE,Plate is empty,half plate,FALSE,Plate is half-filled,one-fourth plate,FALSE,Plate is one-fourth filled
English Quiz,Quiz on Standing Line,5,3,LKG,English,Standing Line,Which of these is a standing line?,1,1,|,TRUE,Standing line is vertical,_,FALSE,It is a sleeping line,\,FALSE,It is a slanting line,/,FALSE,It is a curved line
English Quiz,Quiz on Standing Line,5,3,LKG,English,Standing Line,Which of these is not a standing line?,1,2,_,TRUE,It is a sleeping line,|,FALSE,It is a standing line,\,FALSE,It is a slanting line,/,FALSE,It is a curved line
English Quiz,Quiz on Standing Line,5,3,LKG,English,Standing Line,Which one is a standing line?,1,3,|,TRUE,It is a straight vertical line,_,FALSE,It is a curved line,\,FALSE,It is a slanting line,/,FALSE,It is a sleeping line
English Quiz,Quiz on Standing Line,5,3,LKG,English,Standing Line,Which of the following is not a standing line?,1,4,|,TRUE,It is a sleeping line,_,FALSE,It is a standing line,\,FALSE,It is a slanting line,/,FALSE,It is a curved line
English Quiz,Quiz on Standing Line,5,3,LKG,English,Standing Line,Where do we see standing lines?,1,5,In buildings,TRUE,Standing lines are used to make buildings,In a chair,FALSE,Chairs are not standing lines,On the ground,FALSE,The ground is flat,In the sky,FALSE,The sky does not have standing lines
English Quiz,Quiz on Sleeping Line,5,3,LKG,English,Sleeping Line,Which of these is a sleeping line?,1,1,_,TRUE,Sleeping line is horizontal,|,FALSE,It is a standing line,\,FALSE,It is a slanting line,/,FALSE,It is a curved line
English Quiz,Quiz on Sleeping Line,5,3,LKG,English,Sleeping Line,Which of these is not a sleeping line?,1,2,|,TRUE,It is a standing line,_,FALSE,It is a sleeping line,\,FALSE,It is a slanting line,/,FALSE,It is a curved line
English Quiz,Quiz on Sleeping Line,5,3,LKG,English,Sleeping Line,Which of these is the sleeping line?,1,3,_,TRUE,It lies horizontally,|,FALSE,It is a standing line,\,FALSE,It is a slanting line,/,FALSE,It is a curved line
English Quiz,Quiz on Sleeping Line,5,3,LKG,English,Sleeping Line,Where do we see sleeping lines?,1,4,On a bed,TRUE,We lie horizontally on a bed,In a tower,FALSE,Towers are tall and standing,In a car,FALSE,The car is not flat,In the air,FALSE,There is no sleeping line in the air
English Quiz,Quiz on Sleeping Line,5,3,LKG,English,Sleeping Line,Which of these is the opposite of a standing line?,1,5,_,TRUE,Sleeping line lies horizontally,|,FALSE,It is a slanting line,\,FALSE,It is a curved line,/,FALSE,It is a vertical line
English Quiz,Quiz on Slant Line,5,3,LKG,English,Slant Line,Which of these is a slanting line?,1,1,\,TRUE,Slant line is neither horizontal nor vertical,|,FALSE,It is a standing line,_,FALSE,It is a sleeping line,/,FALSE,It is a curved line
English Quiz,Quiz on Slant Line,5,3,LKG,English,Slant Line,Which of these is not a slanting line?,1,2,_,TRUE,It is a horizontal line,|,FALSE,It is a standing line,\,FALSE,It is a slanting line,/,FALSE,It is a curved line
English Quiz,Quiz on Slant Line,5,3,LKG,English,Slant Line,What is the main feature of a slanting line?,1,3,\,TRUE,It is diagonal and sloping,|,FALSE,It is straight up,_,FALSE,It is flat,/,FALSE,It is curved
English Quiz,Quiz on Slant Line,5,3,LKG,English,Slant Line,Which of these is a slant line?,1,4,\,TRUE,It slopes at an angle,|,FALSE,It is a standing line,_,FALSE,It is a sleeping line,/,FALSE,It is a curved line
English Quiz,Quiz on Slant Line,5,3,LKG,English,Slant Line,Where do we see slanting lines?,1,5,On a hill,TRUE,Slant lines appear on hills or slopes,In a book,FALSE,Books have flat pages,In a building,FALSE,Buildings have standing lines,On the road,FALSE,The road is flat
English Quiz,Quiz on Curved Lines,5,3,LKG,English,Curved Lines,Which of these is a curved line?,1,1,(),TRUE,Curved lines bend,_,FALSE,It is a sleeping line,\,FALSE,It is a slanting line,|,FALSE,It is a standing line
English Quiz,Quiz on Curved Lines,5,3,LKG,English,Curved Lines,Which of these is not a curved line?,1,2,|,TRUE,It is a standing line,_,FALSE,It is a curved line,\ ,FALSE,It is a slanting line,/ ,FALSE,It is a sleeping line
English Quiz,Quiz on Curved Lines,5,3,LKG,English,Curved Lines,Which shape is made of curved lines?,1,3,Circle,TRUE,A circle is made entirely of curved lines,square,FALSE,A square has straight lines,triangle,FALSE,A triangle has straight lines,rectangle,FALSE,A rectangle has straight lines
